,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
204456,engrus652d,Online-W,1,TGT,eng,rus,92,abcnews.420122,False,1631843920.307,1631843927.813
204457,engrus6518,Online-A,5,TGT,eng,rus,75,rt.com.131263,False,1631843917.506,1631843942.642
204458,engrus652d,Online-W,2,TGT,eng,rus,75,abcnews.420122,False,1631843927.818,1631843934.743
204461,engrus652d,Online-W,3,TGT,eng,rus,90,abcnews.420122,False,1631843934.75,1631843944.052
204463,engrus6518,Online-A,6,TGT,eng,rus,76,rt.com.131263,False,1631843942.666,1631843965.117
204466,engrus652d,Online-W,6,TGT,eng,rus,91,abcnews.420122,False,1631843956.962,1631843960.394
204469,engrus6518,Online-A,7,TGT,eng,rus,76,rt.com.131263,False,1631843965.141,1631843980.809
204472,engrus6505,Facebook-AI,14,TGT,eng,rus,69,brisbanetimes.com.au.275186,False,1631843919.967,1631843981.002
204475,engrus652d,Online-W,9,TGT,eng,rus,48,abcnews.420122,True,1631843972.825,1631843974.604
204478,engrus652d,Online-W,0,TGT,eng,rus,91,cbsnews.377408,False,1631843976.144,1631843984.341
204480,engrus652d,Online-W,1,TGT,eng,rus,93,cbsnews.377408,False,1631843984.348,1631843991.086
204481,engrus6518,Online-A,8,TGT,eng,rus,74,rt.com.131263,False,1631843980.83,1631844008.999
204482,engrus652d,Online-W,2,TGT,eng,rus,78,cbsnews.377408,False,1631843991.092,1631843998.743
204485,engrus652d,Online-W,4,TGT,eng,rus,98,cbsnews.377408,False,1631844008.911,1631844013.973
204487,engrus6518,Online-A,9,TGT,eng,rus,72,rt.com.131263,False,1631844009.019,1631844033.546
204489,engrus652d,Online-W,5,TGT,eng,rus,98,cbsnews.377408,False,1631844013.979,1631844026.186
204490,engrus6515,translator-A,0,TGT,eng,rus,100,en.ndtv.com.75114,False,1631844029.504,1631844037.133
204491,engrus6505,Facebook-AI,15,TGT,eng,rus,64,brisbanetimes.com.au.275186,False,1631843981.031,1631844043.239
204492,engrus652d,Online-W,6,TGT,eng,rus,94,cbsnews.377408,False,1631844026.191,1631844033.688
204493,engrus6518,Online-A,10,TGT,eng,rus,74,rt.com.131263,False,1631844033.566,1631844048.365
204494,engrus652d,Online-W,7,TGT,eng,rus,90,cbsnews.377408,False,1631844035.942,1631844039.966
204495,engrus6515,translator-A,1,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844037.152,1631844051.036
204497,engrus652d,Online-W,8,TGT,eng,rus,99,cbsnews.377408,False,1631844039.972,1631844044.757
204498,engrus652d,Online-W,9,TGT,eng,rus,98,cbsnews.377408,False,1631844044.761,1631844048.857
204499,engrus652d,Online-W,10,TGT,eng,rus,92,cbsnews.377408,False,1631844048.862,1631844054.428
204500,engrus6515,translator-A,2,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844051.053,1631844065.119
204501,engrus652d,Online-W,11,TGT,eng,rus,96,cbsnews.377408,False,1631844054.433,1631844062.566
204502,engrus6518,Online-A,11,TGT,eng,rus,76,rt.com.131263,False,1631844048.385,1631844077.106
204505,engrus652d,Online-W,12,TGT,eng,rus,89,cbsnews.377408,False,1631844062.572,1631844068.974
204506,engrus6515,translator-A,3,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844065.136,1631844081.514
204507,engrus6518,Online-A,12,TGT,eng,rus,76,rt.com.131263,False,1631844077.124,1631844091.512
204508,engrus6505,Facebook-AI,16,TGT,eng,rus,70,brisbanetimes.com.au.275186,False,1631844043.275,1631844092.792
204509,engrus652d,Online-W,13,TGT,eng,rus,67,cbsnews.377408,False,1631844082.935,1631844086.161
204510,engrus6515,translator-A,4,TGT,eng,rus,98,en.ndtv.com.75114,False,1631844081.531,1631844099.532
204511,engrus652d,Online-W,14,TGT,eng,rus,86,cbsnews.377408,False,1631844086.165,1631844097.733
204512,engrus652d,Online-W,15,TGT,eng,rus,95,cbsnews.377408,False,1631844097.739,1631844101.415
204514,engrus6515,translator-A,5,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844099.547,1631844116.146
204515,engrus652d,Online-W,16,TGT,eng,rus,96,cbsnews.377408,False,1631844101.42,1631844107.663
204516,engrus652d,Online-W,17,TGT,eng,rus,98,cbsnews.377408,False,1631844107.668,1631844111.502
204517,engrus6515,translator-A,6,TGT,eng,rus,100,en.ndtv.com.75114,False,1631844123.932,1631844125.316
204518,engrus652d,Online-W,18,TGT,eng,rus,89,cbsnews.377408,False,1631844111.507,1631844118.999
204519,engrus652d,Online-W,19,TGT,eng,rus,97,cbsnews.377408,False,1631844119.004,1631844121.39
204520,engrus6505,Facebook-AI,17,TGT,eng,rus,72,brisbanetimes.com.au.275186,False,1631844092.83,1631844135.513
204522,engrus6518,Online-A,13,TGT,eng,rus,60,rt.com.131263,False,1631844091.538,1631844143.87
204523,engrus6515,translator-A,7,TGT,eng,rus,100,en.ndtv.com.75114,False,1631844125.333,1631844140.668
204524,engrus652d,Online-W,20,TGT,eng,rus,84,cbsnews.377408,False,1631844121.395,1631844132.739
204525,engrus652d,Online-W,21,TGT,eng,rus,100,cbsnews.377408,False,1631844132.745,1631844134.445
204526,engrus652d,Online-W,22,TGT,eng,rus,90,cbsnews.377408,False,1631844134.45,1631844141.762
204527,engrus6515,translator-A,8,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844140.684,1631844152.46
204528,engrus652d,Online-W,23,TGT,eng,rus,97,cbsnews.377408,False,1631844141.769,1631844145.026
204532,engrus652d,Online-W,24,TGT,eng,rus,90,cbsnews.377408,False,1631844145.033,1631844157.47
204534,engrus6518,Online-A,14,TGT,eng,rus,74,rt.com.131263,False,1631844143.889,1631844180.577
204536,engrus6515,translator-A,9,TGT,eng,rus,96,en.ndtv.com.75114,False,1631844152.474,1631844178.463
204539,engrus652d,Online-W,25,TGT,eng,rus,90,cbsnews.377408,False,1631844157.474,1631844175.294
204541,engrus652d,Online-W,26,TGT,eng,rus,88,cbsnews.377408,True,1631844175.298,1631844179.972
204542,engrus6518,Online-A,15,TGT,eng,rus,80,rt.com.131263,False,1631844180.602,1631844196.431
204543,engrus6515,translator-A,10,TGT,eng,rus,100,en.ndtv.com.75114,False,1631844178.481,1631844200.088
204544,engrus652d,Online-Y,0,TGT,eng,rus,96,bbc.500882,False,1631844181.708,1631844189.938
204545,engrus652d,Online-Y,1,TGT,eng,rus,98,bbc.500882,False,1631844189.945,1631844193.327
204547,engrus6518,Online-A,16,TGT,eng,rus,78,rt.com.131263,False,1631844196.455,1631844209.023
204549,engrus6515,translator-A,11,TGT,eng,rus,100,en.ndtv.com.75114,False,1631844200.108,1631844211.189
204551,engrus652d,Online-Y,3,TGT,eng,rus,96,bbc.500882,False,1631844203.653,1631844205.884
204554,engrus6505,Facebook-AI,18,TGT,eng,rus,67,brisbanetimes.com.au.275186,False,1631844135.549,1631844224.182
204555,engrus652d,Online-Y,5,TGT,eng,rus,97,bbc.500882,False,1631844209.858,1631844214.036
204557,engrus6515,translator-A,12,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844211.206,1631844238.484
204565,engrus6515,translator-A,13,TGT,eng,rus,100,en.ndtv.com.75114,False,1631844238.503,1631844252.151
204568,engrus6505,Facebook-AI,19,TGT,eng,rus,68,brisbanetimes.com.au.275186,False,1631844224.213,1631844267.638
204571,engrus6515,translator-A,14,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844252.172,1631844268.921
204573,engrus652d,Online-Y,10,TGT,eng,rus,66,bbc.500882,False,1631844255.592,1631844267.397
204575,engrus6515,translator-A,15,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844268.934,1631844279.812
204576,engrus652d,Online-Y,11,TGT,eng,rus,48,bbc.500882,True,1631844267.401,1631844270.8
204577,engrus6518,Online-A,17,TGT,eng,rus,73,rt.com.131263,False,1631844241.57,1631844285.22
204579,engrus6515,translator-A,16,TGT,eng,rus,100,en.ndtv.com.75114,False,1631844279.829,1631844292.071
204581,engrus6518,Online-A,18,TGT,eng,rus,73,rt.com.131263,True,1631844285.235,1631844299.276
204582,engrus6515,translator-A,17,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844292.089,1631844314.939
204586,engrus6518,Online-W,0,TGT,eng,rus,79,bbc.500855,False,1631844301.571,1631844326.67
204589,engrus6515,translator-A,18,TGT,eng,rus,99,en.ndtv.com.75114,False,1631844314.958,1631844335.731
204591,engrus6515,translator-A,19,TGT,eng,rus,99,en.ndtv.com.75114,True,1631844335.743,1631844346.54
204593,engrus652d,Online-A,3,TGT,eng,rus,90,en.ndtv.com.75106,False,1631844340.929,1631844345.198
204594,engrus6518,Online-W,1,TGT,eng,rus,63,bbc.500855,False,1631844354.806,1631844374.295
204595,engrus652d,Online-A,4,TGT,eng,rus,92,en.ndtv.com.75106,False,1631844345.203,1631844361.484
204598,engrus6518,Online-W,2,TGT,eng,rus,56,bbc.500855,False,1631844374.316,1631844402.73
204599,engrus6515,NiuTrans,0,TGT,eng,rus,100,express.co.uk.44121,False,1631844398.371,1631844401.239
204602,engrus652d,Online-A,5,TGT,eng,rus,80,en.ndtv.com.75106,False,1631844378.072,1631844396.016
204605,engrus6518,Online-W,3,TGT,eng,rus,74,bbc.500855,False,1631844402.744,1631844416.12
204607,engrus6515,NiuTrans,1,TGT,eng,rus,100,express.co.uk.44121,False,1631844401.254,1631844415.878
204608,engrus652d,Online-A,6,TGT,eng,rus,88,en.ndtv.com.75106,False,1631844396.02,1631844406.191
204609,engrus6505,Facebook-AI,20,TGT,eng,rus,65,brisbanetimes.com.au.275186,False,1631844267.671,1631844419.821
204610,engrus652d,Online-A,7,TGT,eng,rus,87,en.ndtv.com.75106,False,1631844406.198,1631844411.077
204611,engrus6515,NiuTrans,2,TGT,eng,rus,99,express.co.uk.44121,False,1631844415.892,1631844431.198
204612,engrus652d,Online-A,8,TGT,eng,rus,69,en.ndtv.com.75106,False,1631844411.082,1631844425.17
204613,engrus6518,Online-W,4,TGT,eng,rus,77,bbc.500855,False,1631844416.132,1631844439.116
204617,engrus6515,NiuTrans,3,TGT,eng,rus,99,express.co.uk.44121,False,1631844431.208,1631844444.086
204619,engrus6515,NiuTrans,4,TGT,eng,rus,100,express.co.uk.44121,False,1631844444.097,1631844451.742
204620,engrus6515,NiuTrans,5,TGT,eng,rus,100,express.co.uk.44121,False,1631844451.754,1631844460.612
204624,engrus652d,Online-A,11,TGT,eng,rus,80,en.ndtv.com.75106,False,1631844447.833,1631844456.78
204625,engrus6518,Online-W,5,TGT,eng,rus,76,bbc.500855,False,1631844439.138,1631844471.19
204629,engrus652d,Online-A,12,TGT,eng,rus,77,en.ndtv.com.75106,False,1631844456.785,1631844464.733
204630,engrus652d,Online-A,13,TGT,eng,rus,88,en.ndtv.com.75106,False,1631844464.739,1631844468.001
204633,engrus652d,Online-A,14,TGT,eng,rus,96,en.ndtv.com.75106,False,1631844468.005,1631844471.279
204634,engrus6518,Online-W,6,TGT,eng,rus,76,bbc.500855,False,1631844471.211,1631844485.421
204637,engrus6515,NiuTrans,6,TGT,eng,rus,93,express.co.uk.44121,False,1631844460.622,1631844485.595
204639,engrus652d,Online-A,15,TGT,eng,rus,88,en.ndtv.com.75106,False,1631844471.285,1631844477.339
204641,engrus6515,NiuTrans,7,TGT,eng,rus,100,express.co.uk.44121,False,1631844485.606,1631844500.442
204645,engrus6515,NiuTrans,8,TGT,eng,rus,88,express.co.uk.44121,False,1631844500.452,1631844514.062
204646,engrus6505,Facebook-AI,21,TGT,eng,rus,64,brisbanetimes.com.au.275186,False,1631844419.855,1631844517.856
204647,engrus6518,Online-W,7,TGT,eng,rus,75,bbc.500855,False,1631844501.345,1631844521.193
204650,engrus652d,Online-A,17,TGT,eng,rus,92,en.ndtv.com.75106,False,1631844506.676,1631844510.641
204652,engrus6505,Facebook-AI,22,TGT,eng,rus,64,brisbanetimes.com.au.275186,False,1631844517.892,1631844524.9
204653,engrus652d,Online-A,18,TGT,eng,rus,93,en.ndtv.com.75106,False,1631844510.646,1631844512.463
204658,engrus6518,Online-W,8,TGT,eng,rus,76,bbc.500855,False,1631844521.214,1631844536.945
204661,engrus652d,Online-A,19,TGT,eng,rus,81,en.ndtv.com.75106,False,1631844512.469,1631844533.028
204662,engrus6505,Facebook-AI,23,TGT,eng,rus,65,brisbanetimes.com.au.275186,False,1631844524.931,1631844546.395
204665,engrus6515,NiuTrans,9,TGT,eng,rus,100,express.co.uk.44121,False,1631844514.075,1631844548.92
204666,engrus652d,Online-A,20,TGT,eng,rus,94,en.ndtv.com.75106,False,1631844533.034,1631844542.445
204668,engrus652d,Online-A,21,TGT,eng,rus,73,en.ndtv.com.75106,True,1631844542.448,1631844545.982
204671,engrus6505,Facebook-AI,24,TGT,eng,rus,64,brisbanetimes.com.au.275186,False,1631844546.42,1631844572.801
204675,engrus6518,Online-W,9,TGT,eng,rus,76,bbc.500855,False,1631844551.667,1631844580.753
204676,engrus652d,Online-B,0,TGT,eng,rus,96,abcnews.420140,False,1631844557.965,1631844567.088
204680,engrus652d,Online-B,1,TGT,eng,rus,95,abcnews.420140,False,1631844567.096,1631844578.087
204682,engrus6515,NiuTrans,11,TGT,eng,rus,98,express.co.uk.44121,False,1631844376.084,1631844593.984
204683,engrus6518,Online-W,10,TGT,eng,rus,76,bbc.500855,False,1631844580.77,1631844597.95
204684,engrus652d,Online-B,2,TGT,eng,rus,94,abcnews.420140,False,1631844578.095,1631844586.278
204686,engrus652d,Online-B,3,TGT,eng,rus,93,abcnews.420140,False,1631844586.283,1631844588.934
204691,engrus652d,Online-B,5,TGT,eng,rus,86,abcnews.420140,False,1631844595.757,1631844606.066
204696,engrus652d,Online-B,6,TGT,eng,rus,94,abcnews.420140,False,1631844606.072,1631844613.648
204698,engrus6518,Online-W,11,TGT,eng,rus,68,bbc.500855,False,1631844597.959,1631844631.646
204700,engrus6518,Online-W,12,TGT,eng,rus,65,bbc.500855,True,1631844631.66,1631844639.77
204701,engrus652d,Online-B,7,TGT,eng,rus,93,abcnews.420140,False,1631844613.653,1631844625.745
204703,engrus6515,NiuTrans,10,TGT,eng,rus,100,express.co.uk.44121,False,1631844614.14,1631844638.163
204708,engrus652d,Online-B,8,TGT,eng,rus,93,abcnews.420140,False,1631844625.751,1631844635.995
204710,engrus6515,NiuTrans,12,TGT,eng,rus,99,express.co.uk.44121,True,1631844643.56,1631844648.705
204714,engrus652d,Online-B,9,TGT,eng,rus,92,abcnews.420140,False,1631844636.002,1631844645.605
204715,engrus652d,Online-B,10,TGT,eng,rus,96,abcnews.420140,False,1631844645.611,1631844651.998
204719,engrus6515,translator-B,0,TGT,eng,rus,99,abcnews.420102,False,1631844650.288,1631844667.382
204721,engrus652d,Online-B,11,TGT,eng,rus,87,abcnews.420140,False,1631844652.004,1631844661.514
204722,engrus6518,Manifold,0,TGT,eng,rus,76,sky.com.33889,False,1631844645.083,1631844677.265
204726,engrus652d,Online-B,13,TGT,eng,rus,99,abcnews.420140,False,1631844669.129,1631844673.415
204729,engrus6515,translator-B,1,TGT,eng,rus,99,abcnews.420102,False,1631844667.403,1631844692.357
204730,engrus652d,Online-B,14,TGT,eng,rus,90,abcnews.420140,False,1631844673.42,1631844688.359
204732,engrus6515,translator-B,2,TGT,eng,rus,100,abcnews.420102,False,1631844692.377,1631844703.879
204733,engrus6518,Manifold,1,TGT,eng,rus,75,sky.com.33889,False,1631844677.285,1631844708.828
204736,engrus652d,Online-B,15,TGT,eng,rus,95,abcnews.420140,False,1631844688.364,1631844697.483
204740,engrus6515,translator-B,3,TGT,eng,rus,99,abcnews.420102,False,1631844703.897,1631844717.827
204742,engrus652d,Online-B,16,TGT,eng,rus,80,abcnews.420140,False,1631844697.488,1631844709.547
204745,engrus652d,Online-B,17,TGT,eng,rus,99,abcnews.420140,False,1631844709.552,1631844714.587
204746,engrus6515,translator-B,4,TGT,eng,rus,99,abcnews.420102,False,1631844717.845,1631844726.368
204749,engrus6518,Manifold,2,TGT,eng,rus,77,sky.com.33889,False,1631844708.854,1631844731.764
204750,engrus652d,Online-B,18,TGT,eng,rus,94,abcnews.420140,False,1631844714.592,1631844720.454
204753,engrus652d,Online-B,19,TGT,eng,rus,98,abcnews.420140,False,1631844720.459,1631844725.927
204755,engrus6515,translator-B,5,TGT,eng,rus,99,abcnews.420102,False,1631844726.385,1631844740.857
204756,engrus6518,Manifold,3,TGT,eng,rus,68,sky.com.33889,False,1631844731.788,1631844745.356
204760,engrus6505,Facebook-AI,25,TGT,eng,rus,65,brisbanetimes.com.au.275186,False,1631844572.834,1631844748.448
204761,engrus652d,Online-B,20,TGT,eng,rus,94,abcnews.420140,False,1631844725.932,1631844738.007
204764,engrus6505,Facebook-AI,26,TGT,eng,rus,70,brisbanetimes.com.au.275186,True,1631844748.466,1631844755.324
204768,engrus6515,translator-B,6,TGT,eng,rus,98,abcnews.420102,False,1631844740.874,1631844760.526
204770,engrus6518,Manifold,4,TGT,eng,rus,73,sky.com.33889,False,1631844745.38,1631844769.692
204772,engrus6515,translator-B,7,TGT,eng,rus,100,abcnews.420102,False,1631844760.542,1631844773.978
204773,engrus652d,Online-B,21,TGT,eng,rus,95,abcnews.420140,False,1631844738.012,1631844763.435
204775,engrus652d,Online-B,22,TGT,eng,rus,95,abcnews.420140,False,1631844763.44,1631844766.562
204776,engrus6515,translator-B,8,TGT,eng,rus,100,abcnews.420102,False,1631844784.817,1631844786.045
204777,engrus652d,Online-B,23,TGT,eng,rus,97,abcnews.420140,False,1631844766.568,1631844776.749
204778,engrus6518,Manifold,5,TGT,eng,rus,72,sky.com.33889,False,1631844769.716,1631844792.086
204779,engrus6515,translator-B,9,TGT,eng,rus,100,abcnews.420102,True,1631844786.054,1631844789.061
204781,engrus652d,Online-B,24,TGT,eng,rus,91,abcnews.420140,False,1631844776.755,1631844780.094
204787,engrus652d,Online-B,25,TGT,eng,rus,96,abcnews.420140,False,1631844780.099,1631844785.921
204789,engrus652d,Online-B,26,TGT,eng,rus,93,abcnews.420140,True,1631844785.924,1631844791.039
204791,engrus652d,translator-A,0,TGT,eng,rus,90,nytimes.268754,False,1631844792.495,1631844798.735
204796,engrus6515,Online-G,0,TGT,eng,rus,95,nytimes.268754,False,1631844791.315,1631844816.526
204797,engrus652d,translator-A,1,TGT,eng,rus,94,nytimes.268754,False,1631844798.744,1631844807.759
204801,engrus652d,translator-A,2,TGT,eng,rus,95,nytimes.268754,False,1631844807.764,1631844822.571
204802,engrus6518,Manifold,6,TGT,eng,rus,74,sky.com.33889,False,1631844815.765,1631844836.62
204809,engrus6515,Online-G,1,TGT,eng,rus,90,nytimes.268754,False,1631844816.544,1631844847.936
204810,engrus652d,translator-A,3,TGT,eng,rus,98,nytimes.268754,False,1631844822.577,1631844838.36
204814,engrus652d,translator-A,4,TGT,eng,rus,98,nytimes.268754,False,1631844838.366,1631844845.139
204816,engrus652d,translator-A,5,TGT,eng,rus,98,nytimes.268754,False,1631844845.144,1631844851.63
204817,engrus6515,Online-G,2,TGT,eng,rus,99,nytimes.268754,False,1631844847.951,1631844867.175
204818,engrus652d,translator-A,6,TGT,eng,rus,92,nytimes.268754,False,1631844851.635,1631844859.921
204824,engrus652d,translator-A,7,TGT,eng,rus,85,nytimes.268754,False,1631844859.927,1631844878.925
204827,engrus6518,Manifold,7,TGT,eng,rus,63,sky.com.33889,False,1631844878.976,1631844899.568
204830,engrus6515,Online-G,3,TGT,eng,rus,86,nytimes.268754,False,1631844867.194,1631844898.411
204831,engrus652d,translator-A,8,TGT,eng,rus,99,nytimes.268754,False,1631844878.93,1631844887.994
204832,engrus652d,translator-A,9,TGT,eng,rus,95,nytimes.268754,False,1631844891.976,1631844898.144
204835,engrus652d,translator-A,10,TGT,eng,rus,98,nytimes.268754,False,1631844898.148,1631844911.003
204839,engrus6515,Online-G,4,TGT,eng,rus,93,nytimes.268754,False,1631844898.426,1631844926.167
204846,engrus6515,Online-G,5,TGT,eng,rus,99,nytimes.268754,False,1631844926.185,1631844946.466
204849,engrus652d,translator-A,11,TGT,eng,rus,93,nytimes.268754,False,1631844911.273,1631844943.304
204852,engrus6515,Online-G,6,TGT,eng,rus,100,nytimes.268754,False,1631844946.482,1631844964.189
204854,engrus652d,translator-A,12,TGT,eng,rus,95,nytimes.268754,False,1631844943.31,1631844957.182
204857,engrus6518,Manifold,8,TGT,eng,rus,76,sky.com.33889,False,1631844899.589,1631844974.651
204859,engrus652d,translator-A,13,TGT,eng,rus,96,nytimes.268754,False,1631844957.189,1631844965.341
204860,engrus652d,translator-A,14,TGT,eng,rus,95,nytimes.268754,True,1631844965.344,1631844968.623
204862,engrus6518,Manifold,9,TGT,eng,rus,76,sky.com.33889,False,1631844974.674,1631844991.951
204863,engrus652d,Facebook-AI,0,TGT,eng,rus,90,nytimes.268790,False,1631844970.012,1631844979.977
204866,engrus6515,Online-G,7,TGT,eng,rus,99,nytimes.268754,False,1631844964.206,1631845001.064
204867,engrus6518,Manifold,10,TGT,eng,rus,76,sky.com.33889,False,1631844991.972,1631845013.318
204871,engrus652d,Facebook-AI,1,TGT,eng,rus,74,nytimes.268790,False,1631844979.984,1631845011.704
204872,engrus6515,Online-G,8,TGT,eng,rus,99,nytimes.268754,False,1631845001.081,1631845022.728
204879,engrus6515,Online-G,9,TGT,eng,rus,100,nytimes.268754,False,1631845022.745,1631845043.158
204881,engrus652d,Facebook-AI,2,TGT,eng,rus,79,nytimes.268790,False,1631845011.711,1631845035.736
204885,engrus6515,Online-G,10,TGT,eng,rus,92,nytimes.268754,False,1631845043.173,1631845072.038
204886,engrus652d,Facebook-AI,3,TGT,eng,rus,88,nytimes.268790,False,1631845035.742,1631845072.272
204887,engrus652d,Facebook-AI,4,TGT,eng,rus,70,nytimes.268790,False,1631845072.276,1631845103.617
204889,engrus6515,Online-G,11,TGT,eng,rus,97,nytimes.268754,False,1631845072.053,1631845123.754
204890,engrus6518,NiuTrans,0,TGT,eng,rus,75,guardian.306616,False,1631845087.718,1631845137.15
204891,engrus652d,Facebook-AI,5,TGT,eng,rus,89,nytimes.268790,False,1631845103.623,1631845127.795
204892,engrus6515,Online-G,12,TGT,eng,rus,98,nytimes.268754,False,1631845123.77,1631845146.705
204893,engrus652d,Facebook-AI,6,TGT,eng,rus,59,nytimes.268790,False,1631845127.801,1631845144.983
204894,engrus6518,NiuTrans,1,TGT,eng,rus,52,guardian.306616,False,1631845137.181,1631845166.337
204895,engrus6515,Online-G,13,TGT,eng,rus,100,nytimes.268754,False,1631845146.722,1631845164.999
204896,engrus6515,Online-G,14,TGT,eng,rus,96,nytimes.268754,True,1631845165.009,1631845172.935
204899,engrus6515,translator-B,1,TGT,eng,rus,100,abcnews.420102,False,1631845193.356,1631845211.3
204905,engrus652d,Facebook-AI,8,TGT,eng,rus,83,nytimes.268790,False,1631845196.258,1631845228.225
204906,engrus6505,Online-G,0,TGT,eng,rus,67,en.ndtv.com.75114,False,1631845229.592,1631845243.217
204908,engrus652d,Facebook-AI,9,TGT,eng,rus,61,nytimes.268790,False,1631845228.23,1631845250.822
204909,engrus6515,translator-B,6,TGT,eng,rus,95,abcnews.420102,False,1631845254.954,1631845263.59
204916,engrus6515,translator-B,9,TGT,eng,rus,29,abcnews.420102,True,1631845277.882,1631845281.018
204917,engrus6505,Online-G,1,TGT,eng,rus,66,en.ndtv.com.75114,False,1631845243.263,1631845285.937
204919,engrus6515,Online-B,0,TGT,eng,rus,80,nytimes.268754,False,1631845283.182,1631845290.92
204921,engrus6515,Online-B,1,TGT,eng,rus,99,nytimes.268754,False,1631845290.938,1631845302.365
204924,engrus6518,NiuTrans,2,TGT,eng,rus,72,guardian.306616,False,1631845304.14,1631845313.934
204926,engrus652d,Facebook-AI,10,TGT,eng,rus,63,nytimes.268790,False,1631845250.828,1631845301.019
204928,engrus6515,Online-B,2,TGT,eng,rus,99,nytimes.268754,False,1631845318.122,1631845319.425
204929,engrus652d,Facebook-AI,11,TGT,eng,rus,73,nytimes.268790,False,1631845301.025,1631845312.172
204931,engrus652d,Facebook-AI,12,TGT,eng,rus,67,nytimes.268790,True,1631845312.175,1631845319.529
204932,engrus6518,NiuTrans,3,TGT,eng,rus,55,guardian.306616,False,1631845313.956,1631845333.871
204935,engrus652d,Online-B,0,TGT,eng,rus,94,abcnews.420140,False,1631845324.108,1631845329.43
204937,engrus6515,Online-B,4,TGT,eng,rus,98,nytimes.268754,False,1631845336.213,1631845349.862
204939,engrus6515,Online-B,5,TGT,eng,rus,99,nytimes.268754,False,1631845349.88,1631845357.289
204942,engrus6515,Online-B,6,TGT,eng,rus,99,nytimes.268754,False,1631845357.306,1631845367.623
204945,engrus652d,Online-B,2,TGT,eng,rus,93,abcnews.420140,False,1631845356.345,1631845362.629
204949,engrus6515,Online-B,7,TGT,eng,rus,99,nytimes.268754,False,1631845367.637,1631845382.46
204956,engrus6515,Online-B,8,TGT,eng,rus,93,nytimes.268754,False,1631845382.476,1631845398.133
204959,engrus652d,Online-B,6,TGT,eng,rus,94,abcnews.420140,False,1631845390.074,1631845394.151
204960,engrus6518,NiuTrans,4,TGT,eng,rus,56,guardian.306616,False,1631845333.892,1631845408.449
204963,engrus6515,Online-B,9,TGT,eng,rus,99,nytimes.268754,False,1631845398.149,1631845408.082
204967,engrus6515,Online-B,10,TGT,eng,rus,99,nytimes.268754,False,1631845408.097,1631845418.32
204968,engrus652d,Online-B,7,TGT,eng,rus,93,abcnews.420140,False,1631845394.157,1631845409.069
204970,engrus652d,Online-B,8,TGT,eng,rus,93,abcnews.420140,False,1631845409.074,1631845416.417
204971,engrus6515,Online-B,11,TGT,eng,rus,99,nytimes.268754,False,1631845418.338,1631845430.514
204974,engrus6515,Online-B,12,TGT,eng,rus,98,nytimes.268754,False,1631845430.532,1631845442.168
204977,engrus6515,Online-B,13,TGT,eng,rus,99,nytimes.268754,False,1631845442.186,1631845449.661
204978,engrus652d,Online-B,10,TGT,eng,rus,92,abcnews.420140,False,1631845426.241,1631845439.301
204981,engrus652d,Online-B,11,TGT,eng,rus,91,abcnews.420140,False,1631845439.306,1631845445.428
204983,engrus6505,Online-G,3,TGT,eng,rus,67,en.ndtv.com.75114,False,1631845333.554,1631845458.723
204986,engrus6515,Online-B,14,TGT,eng,rus,93,nytimes.268754,True,1631845449.671,1631845466.413
204988,engrus652d,Online-B,13,TGT,eng,rus,95,abcnews.420140,False,1631845454.225,1631845458.095
204991,engrus6505,Online-G,4,TGT,eng,rus,66,en.ndtv.com.75114,False,1631845458.767,1631845476.55
204993,engrus6518,NiuTrans,5,TGT,eng,rus,73,guardian.306616,False,1631845432.862,1631845486.401
204996,engrus6515,Facebook-AI,0,TGT,eng,rus,100,abcnews.420122,False,1631845469.001,1631845483.813
204998,engrus652d,Online-B,15,TGT,eng,rus,93,abcnews.420140,False,1631845475.469,1631845481.922
205002,engrus6515,Facebook-AI,1,TGT,eng,rus,99,abcnews.420122,False,1631845483.832,1631845502.549
205010,engrus6515,Facebook-AI,2,TGT,eng,rus,89,abcnews.420122,False,1631845502.567,1631845520.319
205011,engrus6518,NiuTrans,6,TGT,eng,rus,70,guardian.306616,False,1631845512.903,1631845526.326
205014,engrus6515,Facebook-AI,3,TGT,eng,rus,100,abcnews.420122,False,1631845520.336,1631845531.999
205019,engrus6518,NiuTrans,7,TGT,eng,rus,57,guardian.306616,False,1631845526.351,1631845541.268
205025,engrus6515,Facebook-AI,4,TGT,eng,rus,99,abcnews.420122,False,1631845532.016,1631845549.591
205031,engrus652d,Online-B,21,TGT,eng,rus,77,abcnews.420140,False,1631845536.261,1631845553.757
205032,engrus6515,Facebook-AI,5,TGT,eng,rus,100,abcnews.420122,False,1631845562.45,1631845566.229
205033,engrus6505,Online-G,19,TGT,eng,rus,65,en.ndtv.com.75114,True,1631845552.546,1631845570.539
